year,month,nino_t,nino_tminus1,nino_tminus2,nino_tplus1,nino_tplus2,nino_tplus3,nino_tplus4,nino_tplus5,nino_tplus6
1994,2,0.5317286652078775,0.5119305856832972,0.5403726708074534,0.11,0.26,0.31,0.32,0.24,0.53
1990,5,0.5361050328227571,0.5075921908893709,0.5155279503105591,-0.08,0.09,0.22,0.22,0.21,0.1
1991,3,0.525164113785558,0.559652928416486,0.6086956521739131,0.19,0.26,0.52,0.76,0.68,0.42
2010,11,0.1597374179431073,0.12364425162689802,0.1759834368530021,-1.6,-1.54,-1.11,-0.93,-0.77,-0.52
1953,11,0.5579868708971554,0.5249457700650759,0.567287784679089,0.41,0.43,0.28,-0.38,-1.17,-0.81
1986,9,0.6345733041575493,0.559652928416486,0.484472049689441,0.81,1.01,1.12,1.14,1.13,0.98
1972,2,0.42013129102844643,0.2906724511930585,0.25258799171842655,-0.19,0.07,0.38,0.45,0.85,1.09
1983,10,0.2647702407002189,0.37744034707158347,0.4513457556935818,-1.29,-1.03,-0.67,-0.19,-0.52,-0.68
1976,9,0.5842450765864333,0.5162689804772235,0.47412008281573503,0.75,0.71,0.49,0.78,0.37,0.19
1965,11,0.8293216630196937,0.8047722342733189,0.7743271221532091,1.36,1.12,0.8,0.93,0.35,-0.38
1969,8,0.5536105032822758,0.44468546637744033,0.49896480331262943,0.43,0.62,0.4,0.38,0.28,0.2
1978,12,0.5054704595185996,0.4078091106290672,0.412008281573499,-0.13,-0.22,-0.02,0.02,-0.25,-0.29
